time_epoch,time,open,high,low,close,tick_volume,spread_points,real_volume
1777333500,2026.04.27 23:45:00,4680.18,4680.49,4678.47,4679.98,739,15,0
1777338000,2026.04.28 01:00:00,4684.25,4691.15,4682.52,4689.11,1289,15,0
1777338900,2026.04.28 01:15:00,4689.26,4689.90,4687.00,4689.08,847,14,0
1777339800,2026.04.28 01:30:00,4689.08,4689.67,4686.68,4687.40,772,15,0
1777340700,2026.04.28 01:45:00,4687.40,4688.18,4686.20,4687.93,667,14,0
1777341600,2026.04.28 02:00:00,4687.90,4689.86,4687.31,4689.83,698,14,0
1777342500,2026.04.28 02:15:00,4689.89,4691.61,4689.54,4690.77,779,14,0
1777343400,2026.04.28 02:30:00,4690.77,4694.46,4690.59,4694.40,920,14,0
1777344300,2026.04.28 02:45:00,4694.40,4695.08,4692.03,4692.06,875,14,0
1777345200,2026.04.28 03:00:00,4692.02,4701.33,4691.92,4697.93,1651,15,0
1777346100,2026.04.28 03:15:00,4697.93,4699.48,4692.28,4695.10,1602,16,0
1777347000,2026.04.28 03:30:00,4695.05,4695.28,4691.81,4693.68,1555,16,0
1777347900,2026.04.28 03:45:00,4693.68,4694.67,4690.60,4690.75,1300,16,0
1777348800,2026.04.28 04:00:00,4690.60,4690.99,4684.54,4688.06,2439,16,0
1777349700,2026.04.28 04:15:00,4688.05,4690.66,4685.70,4687.61,2109,16,0
1777350600,2026.04.28 04:30:00,4687.63,4691.39,4683.88,4687.28,2119,16,0
1777351500,2026.04.28 04:45:00,4687.29,4687.68,4669.23,4670.78,2478,16,0
1777352400,2026.04.28 05:00:00,4670.64,4677.83,4666.62,4677.40,2437,16,0
1777353300,2026.04.28 05:15:00,4677.39,4679.71,4674.51,4675.50,1636,16,0
1777354200,2026.04.28 05:30:00,4675.51,4675.51,4670.46,4670.91,2212,16,0
1777355100,2026.04.28 05:45:00,4670.91,4671.18,4666.64,4669.09,2123,16,0
1777356000,2026.04.28 06:00:00,4669.10,4674.16,4668.51,4672.91,1914,16,0
1777356900,2026.04.28 06:15:00,4672.85,4675.67,4671.30,4674.81,1620,16,0
1777357800,2026.04.28 06:30:00,4674.90,4675.36,4671.78,4671.96,1296,16,0
1777358700,2026.04.28 06:45:00,4671.95,4672.69,4669.35,4670.94,1090,16,0
1777359600,2026.04.28 07:00:00,4670.94,4671.26,4666.95,4669.76,1263,16,0
1777360500,2026.04.28 07:15:00,4669.73,4669.76,4666.86,4667.42,991,16,0
1777361400,2026.04.28 07:30:00,4667.42,4669.86,4666.72,4669.81,1084,16,0
1777362300,2026.04.28 07:45:00,4669.74,4669.97,4667.34,4667.66,957,16,0
1777363200,2026.04.28 08:00:00,4667.73,4667.98,4648.97,4652.45,2200,16,0
1777364100,2026.04.28 08:15:00,4652.37,4659.57,4651.14,4658.27,1673,16,0
1777365000,2026.04.28 08:30:00,4658.27,4658.60,4624.52,4624.84,3168,16,0
1777365900,2026.04.28 08:45:00,4624.83,4634.28,4623.88,4632.15,2905,16,0
1777366800,2026.04.28 09:00:00,4632.14,4642.84,4625.88,4640.62,2735,16,0
1777367700,2026.04.28 09:15:00,4640.62,4641.05,4623.56,4631.51,2691,16,0
1777368600,2026.04.28 09:30:00,4631.59,4634.65,4625.50,4629.71,2582,16,0
1777369500,2026.04.28 09:45:00,4629.70,4631.68,4623.46,4629.04,2614,16,0
1777370400,2026.04.28 10:00:00,4629.00,4639.42,4627.40,4634.23,2539,14,0
1777371300,2026.04.28 10:15:00,4634.23,4634.87,4627.32,4629.68,2393,16,0
1777372200,2026.04.28 10:30:00,4629.68,4635.26,4626.14,4629.35,2350,16,0
1777373100,2026.04.28 10:45:00,4629.35,4633.60,4620.73,4633.18,2405,16,0
1777374000,2026.04.28 11:00:00,4633.19,4633.54,4614.74,4620.17,2888,16,0
1777374900,2026.04.28 11:15:00,4620.34,4627.02,4619.22,4626.97,2517,16,0
1777375800,2026.04.28 11:30:00,4626.94,4635.34,4626.72,4628.20,2432,16,0
1777376700,2026.04.28 11:45:00,4628.19,4630.67,4625.12,4629.67,2124,16,0
