time_epoch,time,open,high,low,close,tick_volume,spread_points,real_volume
1772063100,2026.02.25 23:45:00,5170.37,5171.67,5162.97,5168.87,1373,14,0
1772067600,2026.02.26 01:00:00,5165.55,5182.06,5165.13,5168.77,1572,14,0
1772068500,2026.02.26 01:15:00,5168.77,5180.02,5163.93,5170.00,1616,14,0
1772069400,2026.02.26 01:30:00,5169.96,5174.51,5164.06,5172.68,1441,14,0
1772070300,2026.02.26 01:45:00,5172.66,5178.99,5161.53,5163.23,2083,14,0
1772071200,2026.02.26 02:00:00,5163.27,5169.48,5155.65,5167.77,2221,14,0
1772072100,2026.02.26 02:15:00,5167.77,5186.39,5167.76,5185.21,1870,14,0
1772073000,2026.02.26 02:30:00,5185.38,5189.56,5181.30,5188.59,1866,14,0
1772073900,2026.02.26 02:45:00,5188.60,5192.14,5185.04,5188.31,1641,14,0
1772074800,2026.02.26 03:00:00,5188.31,5198.47,5182.88,5187.68,2888,14,0
1772075700,2026.02.26 03:15:00,5187.68,5195.25,5179.02,5180.60,2365,16,0
1772076600,2026.02.26 03:30:00,5180.53,5192.48,5178.62,5189.49,2424,16,0
1772077500,2026.02.26 03:45:00,5189.49,5194.11,5185.43,5191.62,2289,16,0
1772078400,2026.02.26 04:00:00,5191.62,5195.53,5182.29,5183.03,2115,16,0
1772079300,2026.02.26 04:15:00,5183.08,5190.03,5180.69,5180.84,1585,16,0
1772080200,2026.02.26 04:30:00,5180.84,5184.16,5174.39,5176.16,2609,16,0
1772081100,2026.02.26 04:45:00,5176.16,5186.34,5176.10,5184.22,2115,16,0
1772082000,2026.02.26 05:00:00,5184.40,5188.07,5183.03,5187.26,1888,16,0
1772082900,2026.02.26 05:15:00,5187.26,5193.84,5185.63,5188.29,1965,16,0
1772083800,2026.02.26 05:30:00,5188.29,5189.76,5186.00,5186.20,1132,16,0
1772084700,2026.02.26 05:45:00,5186.20,5192.99,5184.29,5192.68,1314,16,0
1772085600,2026.02.26 06:00:00,5192.68,5199.20,5192.53,5196.83,1316,16,0
1772086500,2026.02.26 06:15:00,5196.83,5197.07,5191.58,5194.16,1252,16,0
1772087400,2026.02.26 06:30:00,5194.16,5195.76,5192.84,5194.27,996,16,0
1772088300,2026.02.26 06:45:00,5194.27,5194.82,5190.55,5192.74,1057,16,0
1772089200,2026.02.26 07:00:00,5192.74,5199.62,5190.30,5198.04,1285,16,0
1772090100,2026.02.26 07:15:00,5197.98,5205.42,5196.58,5200.40,1719,16,0
1772091000,2026.02.26 07:30:00,5200.40,5203.29,5196.09,5199.77,2019,16,0
1772091900,2026.02.26 07:45:00,5199.58,5200.11,5191.39,5198.41,1977,16,0
1772092800,2026.02.26 08:00:00,5198.41,5199.62,5193.61,5197.98,1720,16,0
1772093700,2026.02.26 08:15:00,5197.98,5198.49,5192.94,5193.61,1675,16,0
1772094600,2026.02.26 08:30:00,5193.62,5198.27,5193.62,5196.60,1520,16,0
1772095500,2026.02.26 08:45:00,5196.61,5197.10,5190.37,5193.27,1737,16,0
1772096400,2026.02.26 09:00:00,5193.27,5194.77,5182.56,5187.59,1812,16,0
