time_epoch,time,open,high,low,close,tick_volume,spread_points,real_volume
1743205500,2025.03.28 23:45:00,3083.41,3085.95,3083.12,3085.21,562,20,0
1743382800,2025.03.31 01:00:00,3087.98,3097.61,3087.98,3090.63,1062,20,0
1743383700,2025.03.31 01:15:00,3090.56,3091.59,3089.11,3089.18,786,20,0
1743384600,2025.03.31 01:30:00,3088.79,3090.56,3088.53,3089.33,520,20,0
1743385500,2025.03.31 01:45:00,3089.33,3090.62,3089.00,3090.00,444,20,0
1743386400,2025.03.31 02:00:00,3090.01,3090.83,3088.03,3090.04,678,20,0
1743387300,2025.03.31 02:15:00,3090.08,3090.63,3088.90,3089.48,545,20,0
1743388200,2025.03.31 02:30:00,3089.53,3089.84,3087.91,3088.81,594,20,0
1743389100,2025.03.31 02:45:00,3088.80,3089.66,3088.26,3089.06,444,20,0
1743390000,2025.03.31 03:00:00,3089.07,3089.63,3084.53,3087.28,896,20,0
1743390900,2025.03.31 03:15:00,3087.23,3088.49,3082.63,3084.20,891,20,0
1743391800,2025.03.31 03:30:00,3084.20,3084.45,3083.01,3083.89,881,20,0
1743392700,2025.03.31 03:45:00,3083.89,3084.38,3077.49,3079.04,965,20,0
1743393600,2025.03.31 04:00:00,3079.01,3083.48,3076.76,3081.07,1427,20,0
1743394500,2025.03.31 04:15:00,3081.05,3091.73,3078.91,3091.58,1373,20,0
1743395400,2025.03.31 04:30:00,3091.67,3095.22,3090.05,3092.01,1426,20,0
1743396300,2025.03.31 04:45:00,3092.02,3094.90,3090.30,3094.80,1278,20,0
1743397200,2025.03.31 05:00:00,3094.80,3099.48,3093.90,3098.75,1290,20,0
1743398100,2025.03.31 05:15:00,3098.77,3106.60,3096.16,3098.82,1295,20,0
1743399000,2025.03.31 05:30:00,3098.72,3107.06,3098.10,3103.91,1384,20,0
1743399900,2025.03.31 05:45:00,3104.02,3106.94,3099.39,3106.77,1234,20,0
1743400800,2025.03.31 06:00:00,3106.66,3111.72,3105.85,3108.88,1232,20,0
1743401700,2025.03.31 06:15:00,3108.88,3111.16,3105.14,3108.05,1065,20,0
1743402600,2025.03.31 06:30:00,3108.14,3110.82,3105.85,3107.40,952,20,0
1743403500,2025.03.31 06:45:00,3107.40,3108.79,3106.66,3107.04,729,20,0
1743404400,2025.03.31 07:00:00,3107.06,3109.52,3105.88,3109.38,701,20,0
1743405300,2025.03.31 07:15:00,3109.47,3111.08,3108.89,3110.71,715,20,0
1743406200,2025.03.31 07:30:00,3110.79,3112.44,3110.39,3111.50,747,20,0
1743407100,2025.03.31 07:45:00,3111.47,3115.94,3111.32,3113.33,854,20,0
1743408000,2025.03.31 08:00:00,3113.33,3113.41,3107.50,3109.62,1087,20,0
1743408900,2025.03.31 08:15:00,3109.62,3113.03,3109.41,3112.18,785,20,0
1743409800,2025.03.31 08:30:00,3112.10,3114.50,3110.43,3113.59,1122,20,0
1743410700,2025.03.31 08:45:00,3113.59,3119.75,3111.45,3116.59,1187,20,0
1743411600,2025.03.31 09:00:00,3116.55,3127.89,3114.12,3124.69,1370,20,0
1743412500,2025.03.31 09:15:00,3124.78,3124.94,3117.32,3119.64,1218,20,0
1743413400,2025.03.31 09:30:00,3119.64,3120.95,3115.06,3115.38,1302,20,0
1743414300,2025.03.31 09:45:00,3115.35,3119.35,3113.44,3119.35,1310,20,0
1743415200,2025.03.31 10:00:00,3119.28,3124.57,3118.75,3121.39,1296,20,0
1743416100,2025.03.31 10:15:00,3121.69,3125.40,3121.16,3122.08,1189,20,0
1743417000,2025.03.31 10:30:00,3122.08,3122.60,3118.60,3119.12,1061,20,0
1743417900,2025.03.31 10:45:00,3119.10,3124.69,3119.08,3124.50,1072,20,0
1743418800,2025.03.31 11:00:00,3124.50,3127.13,3123.35,3124.75,1290,20,0
1743419700,2025.03.31 11:15:00,3124.77,3125.17,3121.03,3122.86,1080,20,0
1743420600,2025.03.31 11:30:00,3122.86,3123.28,3121.68,3121.75,1011,20,0
1743421500,2025.03.31 11:45:00,3121.78,3124.37,3121.12,3122.25,1040,20,0
1743422400,2025.03.31 12:00:00,3122.22,3123.32,3120.99,3122.78,967,20,0
1743423300,2025.03.31 12:15:00,3122.75,3123.19,3118.95,3120.21,991,20,0
1743424200,2025.03.31 12:30:00,3120.22,3121.28,3114.71,3115.35,1126,20,0
1743425100,2025.03.31 12:45:00,3115.35,3116.21,3111.88,3115.08,1183,20,0
1743426000,2025.03.31 13:00:00,3114.93,3115.61,3111.88,3114.94,1079,20,0
1743426900,2025.03.31 13:15:00,3114.96,3118.65,3113.76,3117.57,977,20,0
1743427800,2025.03.31 13:30:00,3117.52,3122.68,3117.19,3119.91,1195,20,0
1743428700,2025.03.31 13:45:00,3119.95,3123.66,3118.01,3118.43,1085,20,0
1743429600,2025.03.31 14:00:00,3118.43,3119.24,3116.26,3117.79,950,20,0
1743430500,2025.03.31 14:15:00,3117.79,3119.68,3114.73,3116.02,968,20,0
1743431400,2025.03.31 14:30:00,3116.04,3118.92,3113.34,3117.94,1036,20,0
1743432300,2025.03.31 14:45:00,3117.94,3119.53,3116.53,3119.45,860,20,0
1743433200,2025.03.31 15:00:00,3119.47,3123.35,3118.12,3122.67,1273,20,0
1743434100,2025.03.31 15:15:00,3122.73,3125.44,3119.52,3125.01,1346,20,0
1743435000,2025.03.31 15:30:00,3125.03,3126.25,3121.09,3124.24,1275,20,0
1743435900,2025.03.31 15:45:00,3124.21,3126.56,3121.75,3124.59,1332,20,0
1743436800,2025.03.31 16:00:00,3124.50,3124.68,3113.95,3118.79,1559,20,0
1743437700,2025.03.31 16:15:00,3118.80,3121.65,3117.30,3117.79,1445,20,0
1743438600,2025.03.31 16:30:00,3117.92,3119.32,3103.79,3104.10,1614,20,0
1743439500,2025.03.31 16:45:00,3104.12,3113.91,3099.91,3113.61,1615,20,0
1743440400,2025.03.31 17:00:00,3113.35,3116.55,3111.37,3115.09,1621,20,0
1743441300,2025.03.31 17:15:00,3115.04,3116.36,3110.89,3112.74,1538,20,0
1743442200,2025.03.31 17:30:00,3112.72,3122.00,3111.14,3119.46,1524,20,0
1743443100,2025.03.31 17:45:00,3119.49,3123.57,3119.31,3123.17,1473,20,0
1743444000,2025.03.31 18:00:00,3123.30,3127.07,3119.96,3125.07,1413,20,0
1743444900,2025.03.31 18:15:00,3125.03,3126.02,3120.27,3121.03,1380,20,0
1743445800,2025.03.31 18:30:00,3121.09,3121.35,3114.31,3115.55,1293,20,0
1743446700,2025.03.31 18:45:00,3115.63,3116.84,3112.86,3113.71,1286,20,0
1743447600,2025.03.31 19:00:00,3113.71,3117.00,3111.63,3113.87,1305,20,0
1743448500,2025.03.31 19:15:00,3113.87,3116.12,3112.14,3115.62,1255,20,0
1743449400,2025.03.31 19:30:00,3115.63,3119.69,3114.92,3119.45,1207,20,0
1743450300,2025.03.31 19:45:00,3119.18,3120.61,3117.60,3117.70,1242,20,0
1743451200,2025.03.31 20:00:00,3117.57,3120.24,3117.25,3119.27,1162,20,0
1743452100,2025.03.31 20:15:00,3119.23,3119.89,3116.60,3117.77,1163,20,0
1743453000,2025.03.31 20:30:00,3117.72,3117.78,3115.84,3117.09,1062,20,0
1743453900,2025.03.31 20:45:00,3117.01,3118.62,3116.41,3117.80,1000,20,0
1743454800,2025.03.31 21:00:00,3117.80,3120.39,3117.35,3119.73,971,20,0
1743455700,2025.03.31 21:15:00,3119.76,3123.29,3119.07,3121.94,963,20,0
1743456600,2025.03.31 21:30:00,3121.95,3122.66,3121.11,3121.93,822,20,0
