time_epoch,time,open,high,low,close,tick_volume,spread_points,real_volume
1745425500,2025.04.23 16:25:00,3306.46,3308.18,3298.29,3299.56,486,20,0
1745425800,2025.04.23 16:30:00,3299.93,3303.19,3293.68,3301.59,575,20,0
1745426100,2025.04.23 16:35:00,3301.58,3304.49,3285.13,3287.32,583,20,0
1745426400,2025.04.23 16:40:00,3287.46,3293.07,3281.4,3292.32,553,20,0
1745426700,2025.04.23 16:45:00,3292.3,3294.62,3278.97,3278.97,576,20,0
1745427000,2025.04.23 16:50:00,3279.28,3282.45,3272.14,3275.33,572,20,0
1745427300,2025.04.23 16:55:00,3275.57,3278.91,3271.2,3277.91,555,20,0
1745427600,2025.04.23 17:00:00,3277.49,3277.65,3261.81,3265.55,579,20,0
1745427900,2025.04.23 17:05:00,3265.57,3274.0,3261.98,3263.87,528,20,0
1745428200,2025.04.23 17:10:00,3263.44,3270.2,3260.1,3269.66,571,20,0
1745428500,2025.04.23 17:15:00,3269.76,3280.39,3268.72,3278.15,560,20,0
1745428800,2025.04.23 17:20:00,3278.33,3284.67,3276.3,3280.68,577,20,0
1745429100,2025.04.23 17:25:00,3281.1,3281.1,3271.97,3275.61,557,20,0
1745429400,2025.04.23 17:30:00,3275.32,3280.02,3271.53,3276.88,559,20,0
1745429700,2025.04.23 17:35:00,3276.86,3280.03,3273.01,3278.43,559,20,0
1745430000,2025.04.23 17:40:00,3278.58,3288.93,3277.8,3288.82,559,20,0
1745430300,2025.04.23 17:45:00,3288.86,3296.1,3288.13,3295.96,570,20,0
1745430600,2025.04.23 17:50:00,3296.08,3296.25,3286.7,3291.77,550,20,0
1745430900,2025.04.23 17:55:00,3291.75,3291.76,3285.57,3287.44,552,20,0
1745431200,2025.04.23 18:00:00,3287.38,3294.32,3283.2,3285.39,562,20,0
1745431500,2025.04.23 18:05:00,3285.3,3291.51,3285.18,3287.38,544,20,0
1745431800,2025.04.23 18:10:00,3287.32,3287.32,3277.28,3277.44,542,20,0
1745432100,2025.04.23 18:15:00,3277.6,3279.1,3274.34,3275.48,561,20,0
1745432400,2025.04.23 18:20:00,3275.39,3283.61,3269.24,3279.98,543,20,0
1745432700,2025.04.23 18:25:00,3279.94,3282.26,3275.41,3276.27,550,20,0
1745433000,2025.04.23 18:30:00,3276.69,3280.02,3269.72,3271.77,528,20,0
1745433300,2025.04.23 18:35:00,3271.77,3280.0,3271.69,3278.02,516,20,0
1745433600,2025.04.23 18:40:00,3278.11,3281.62,3274.19,3281.14,487,20,0
1745433900,2025.04.23 18:45:00,3281.37,3287.7,3281.11,3284.04,498,20,0
1745434200,2025.04.23 18:50:00,3284.04,3287.83,3283.15,3285.06,458,20,0
1745434500,2025.04.23 18:55:00,3285.11,3285.64,3275.82,3280.89,491,20,0
1745434800,2025.04.23 19:00:00,3280.34,3285.9,3279.24,3284.89,469,20,0
1745435100,2025.04.23 19:05:00,3285.0,3288.95,3284.41,3288.95,447,20,0
1745435400,2025.04.23 19:10:00,3288.91,3289.35,3284.41,3288.12,487,20,0
1745435700,2025.04.23 19:15:00,3288.19,3292.16,3288.03,3291.51,484,20,0
1745436000,2025.04.23 19:20:00,3291.51,3294.23,3290.93,3293.91,478,20,0
1745436300,2025.04.23 19:25:00,3293.91,3294.73,3290.47,3291.83,460,20,0
1745436600,2025.04.23 19:30:00,3291.83,3293.77,3289.18,3293.77,499,20,0
1745436900,2025.04.23 19:35:00,3293.97,3298.95,3293.41,3298.44,521,20,0
1745437200,2025.04.23 19:40:00,3298.45,3299.78,3295.96,3298.22,495,20,0
1745437500,2025.04.23 19:45:00,3298.18,3305.69,3296.29,3302.8,512,20,0
1745437800,2025.04.23 19:50:00,3302.91,3303.37,3297.67,3297.7,499,20,0
1745438100,2025.04.23 19:55:00,3297.69,3298.66,3294.85,3294.94,436,20,0
1745438400,2025.04.23 20:00:00,3295.02,3301.42,3295.0,3300.21,479,20,0
1745438700,2025.04.23 20:05:00,3300.27,3300.82,3295.93,3296.12,469,20,0
