trade_id,month,direction,route,setup_id,opportunity_id,attempt,opportunity_type,signal_bar_time,eligible_time,fill_time,exit_time,m15_background,m5_direction,m5_phase,local_regime,permission_reason,context_class,pullback_class,lifecycle_stage,lifecycle_log_reason,setup_stage,setup_origin,setup_observed_at,setup_extreme,signal_basis,optional_location,entry,sl,target,risk_distance,candidate_rr,actual_target_r,signal_close,entry_extension_r,signal_to_fill_minutes,volume,risk_usd,risk_pct,spread,slippage,commission,exit_price,exit_reason,net,mfe_r,mae_r,path_quality,same_setup_trade_count,signal_mechanical_verdict,signal_evidence,human_review_flags,plan_mechanical_verdict,plan_evidence,rule1_structure_gate,rule1_manual_note,rule2_pullback_stage,rule3_signal_timing,rule4_opportunity_identity,rule5_control_rr,five_rule_machine_verdict,result_interpretation,issue_bucket,human_choice,human_signal_bar,human_entry_method,human_reason
T023,2025_SEPTEMBER,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1756977600|1757009400,XAUUSD.s|1|1756977600|1757009400|A1,1,首次恢复,2025.09.04 21:05:00,2025.09.04 21:10:00,2025.09.04 21:10:00,2025.09.05 01:45:32,M15_BULL,M5_BEAR,RESUME,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,CONFIRMED,PRIMARY_RECOVERY,2025.09.04 20:25,3542.59,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,3544.73,3540.34,3555.44,4.3900,2.4396,2.4396,3544.6100,0.0273,5,0.11,48.29,0.4750,0.14,0.00,0.00,3540.34,STOP,-48.29,1.4305,-1.0091,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到1R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T024,2025_SEPTEMBER,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1757315100|1757315400,XAUUSD.s|1|1757315100|1757315400|A2,2,第二次测试,2025.09.08 08:00:00,2025.09.08 08:05:00,2025.09.08 08:05:00,2025.09.08 09:14:57,M15_BULL,M5_BEAR,WEAKENING,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_STRONG_ENGULF_ENTRY_READY,CONFIRMED,PRIMARY_RECOVERY,2025.09.08 07:10,3581.47,COMPLEX_PULLBACK+TRUE_SECOND_TEST+STRONG_ENGULF_CLOSE,,3583.16,3578.86,3594.33,4.3000,2.5977,2.5977,3583.0200,0.0326,5,0.11,47.30,0.4675,0.14,0.00,0.00,3594.33,TARGET,122.87,2.6140,-0.3860,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,实际目标先触及,入场信号位置待人工判断,,,,
T025,2025_SEPTEMBER,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1757434800|1757436600,XAUUSD.s|1|1757434800|1757436600|A2,2,第二次测试,2025.09.09 18:20:00,2025.09.09 18:25:00,2025.09.09 18:25:00,2025.09.10 01:00:00,M15_BULL,M5_BEAR,RESUME,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_SIGNAL_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2025.09.09 17:05,3626.93,COMPLEX_PULLBACK+TRUE_SECOND_TEST+NEW_SIGNAL,,3639.37,3624.93,3674.55,14.4400,2.4363,2.4363,3639.2700,0.0069,5,0.03,43.32,0.4230,0.14,0.00,0.00,3624.93,STOP,-43.32,0.6974,-1.1967,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,入场信号位置待人工判断,,,,
T026,2025_SEPTEMBER,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757441400|1757442000,XAUUSD.s|-1|1757441400|1757442000|A1,1,首次恢复,2025.09.09 20:10:00,2025.09.09 20:15:00,2025.09.09 20:15:00,2025.09.09 22:59:34,M15_BULL,M5_BEAR,PULLBACK,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,TACTICAL_LOCAL_TREND,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,TACTICAL_PULLBACK,2025.09.09 20:10,3646.20,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,3644.06,3651.44,3628.89,7.3800,2.0556,2.0556,3644.0500,-0.0014,5,0.06,44.28,0.4324,0.14,0.00,0.00,3628.89,TARGET,91.02,2.0596,-0.2818,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,M15与M5分歧的战术局部趋势,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,实际目标先触及,入场信号位置待人工判断,,,,
T027,2025_SEPTEMBER,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757916600|1757916900,XAUUSD.s|-1|1757916600|1757916900|A1,1,首次恢复,2025.09.15 06:15:00,2025.09.15 06:20:00,2025.09.15 06:20:00,2025.09.15 06:33:29,M15_BEAR,M5_BULL,REVERSAL,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2025.09.15 06:15,3643.31,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,3641.83,3645.31,3626.96,3.4800,4.2730,4.2730,3641.8300,-0.0000,5,0.14,48.72,0.4735,0.14,0.00,0.00,3645.31,STOP,-48.72,0.1523,-1.0115,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,入场信号位置待人工判断,,,,
T028,2025_SEPTEMBER,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757937300|1757937600,XAUUSD.s|-1|1757937300|1757937600|A1,1,首次恢复,2025.09.15 12:05:00,2025.09.15 12:10:00,2025.09.15 12:10:00,2025.09.15 15:47:34,M15_BEAR,M5_BULL,RESUME,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2025.09.15 12:00,3645.82,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,3643.61,3648.24,3633.75,4.6300,2.1296,2.1296,3643.6100,-0.0000,5,0.11,50.93,0.4973,0.14,0.00,0.00,3648.24,STOP,-50.93,1.6587,-1.0086,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到1R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T029,2025_SEPTEMBER,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1757950200|1757950500,XAUUSD.s|-1|1757950200|1757950500|A2,2,第二次测试,2025.09.15 17:15:00,2025.09.15 17:20:00,2025.09.15 17:20:00,2025.09.15 18:23:46,M15_BEAR,M5_BEAR,WEAKENING,PRIMARY_ALIGNED,ORDINARY_PAUSED,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_STRONG_ENGULF_ENTRY_READY,CONFIRMED,PRIMARY_RECOVERY,2025.09.15 15:35,3664.30,COMPLEX_PULLBACK+TRUE_SECOND_TEST+STRONG_ENGULF_CLOSE,,3656.84,3666.30,3636.99,9.4600,2.0983,2.0983,3656.8800,0.0042,5,0.05,47.30,0.4642,0.14,0.00,0.00,3666.30,STOP,-47.30,0.0000,-1.0000,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T030,2025_SEPTEMBER,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1758039900|1758051300,XAUUSD.s|1|1758039900|1758051300|A1,1,首次恢复,2025.09.16 19:45:00,2025.09.16 19:50:00,2025.09.16 19:50:00,2025.09.17 04:30:46,M15_BULL,M5_BEAR,WEAKENING,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2025.09.16 19:40,3686.28,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,3689.71,3684.28,3703.10,5.4300,2.4659,2.4659,3689.5600,0.0276,5,0.09,48.87,0.4818,0.14,0.00,0.00,3684.28,STOP,-48.87,1.0295,-1.0203,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到1R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T031,2025_SEPTEMBER,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1758087900|1758088500,XAUUSD.s|1|1758087900|1758088500|A1,1,首次恢复,2025.09.17 06:10:00,2025.09.17 06:15:00,2025.09.17 06:15:00,2025.09.17 08:35:32,M15_BULL,M5_BULL,WEAKENING,PRIMARY_ALIGNED,ORDINARY_PAUSED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2025.09.17 06:05,3679.89,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,3681.90,3677.89,3695.30,4.0100,3.3416,3.3416,3681.7600,0.0349,5,0.12,48.12,0.4767,0.14,0.00,0.00,3677.89,STOP,-48.12,0.9800,-1.0150,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T032,2025_SEPTEMBER,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1758268200|1758268500,XAUUSD.s|-1|1758268200|1758268500|A2,2,第二次测试,2025.09.19 08:20:00,2025.09.19 08:25:00,2025.09.19 08:25:00,2025.09.19 16:57:28,M15_BEAR,M5_BULL,WEAKENING,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2025.09.19 07:55,3661.15,COMPLEX_PULLBACK+TRUE_SECOND_TEST+STRONG_ENGULF_CLOSE,,3657.82,3663.15,3637.74,5.3300,3.7674,3.7674,3657.7900,-0.0056,5,0.09,47.97,0.4775,0.14,0.00,0.00,3663.15,STOP,-47.97,2.6867,-1.0319,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到2R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T033,2025_SEPTEMBER,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1758636600|1758664800,XAUUSD.s|-1|1758636600|1758664800|A1,1,首次恢复,2025.09.24 01:10:00,2025.09.24 01:15:00,2025.09.24 01:15:00,2025.09.24 02:11:38,M15_BULL,M5_BEAR,WEAKENING,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,TACTICAL_LOCAL_TREND,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,PRELIMINARY,TACTICAL_PULLBACK,2025.09.24 01:00,3767.45,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,3764.13,3770.14,3751.89,6.0100,2.0366,2.0366,3764.1900,0.0100,5,0.08,48.08,0.4809,0.14,0.00,0.00,3770.14,STOP,-48.08,0.3760,-1.0116,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,M15与M5分歧的战术局部趋势,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,入场信号位置待人工判断,,,,
T034,2026_MARCH,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1772503800|1772505000,XAUUSD.s|1|1772503800|1772505000|A1,1,首次恢复,2026.03.03 03:00:00,2026.03.03 03:05:00,2026.03.03 03:05:00,2026.03.03 03:56:47,M15_BULL,M5_BULL,RESUME,PRIMARY_ALIGNED,PRIMARY_AND_M5_ALIGNED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2026.03.03 02:35,5346.38,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,5363.15,5344.38,5402.53,18.7700,2.0980,2.0980,5362.9700,0.0096,5,0.02,37.54,0.3754,0.18,0.00,0.00,5344.38,STOP,-37.54,0.8934,-1.0341,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T035,2026_MARCH,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1772667000|1772667300,XAUUSD.s|-1|1772667000|1772667300|A2,2,第二次测试,2026.03.05 02:25:00,2026.03.05 02:30:00,2026.03.05 02:30:00,2026.03.05 02:40:50,M15_BEAR,M5_BULL,RESUME,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2026.03.04 23:35,5155.77,COMPLEX_PULLBACK+TRUE_SECOND_TEST+STRONG_ENGULF_CLOSE,,5173.39,5174.76,5129.82,1.3700,31.8029,31.8029,5173.3700,-0.0146,5,0.36,49.32,0.4951,0.20,0.00,0.00,5174.76,STOP,-49.32,3.4234,-1.0511,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到2R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T036,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772693100|1772704500,XAUUSD.s|-1|1772693100|1772704500|A1,1,首次恢复,2026.03.05 10:00:00,2026.03.05 10:05:00,2026.03.05 10:05:00,2026.03.05 10:45:35,M15_BEAR,M5_BULL,WEAKENING,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2026.03.05 09:55,5163.34,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,5156.33,5165.34,5129.82,9.0100,2.9423,2.9423,5156.3300,-0.0000,5,0.05,45.05,0.4544,0.18,0.00,0.00,5165.34,STOP,-45.05,2.0488,-1.0055,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到2R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T037,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772780700|1772781000,XAUUSD.s|-1|1772780700|1772781000|A1,1,首次恢复,2026.03.06 07:45:00,2026.03.06 07:50:00,2026.03.06 07:50:00,2026.03.06 13:55:57,M15_BEAR,M5_BEAR,RESUME,PRIMARY_ALIGNED,PRIMARY_AND_M5_ALIGNED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2026.03.06 07:20,5130.13,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,5116.08,5132.13,5074.39,16.0500,2.5975,2.5975,5116.0900,0.0006,5,0.03,48.15,0.4879,0.18,0.00,0.00,5074.39,TARGET,125.07,2.8075,-0.4486,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,实际目标先触及,机械规则与计划均通过且盈利,,,,
T038,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772822100|1772822400,XAUUSD.s|-1|1772822100|1772822400|A1,1,首次恢复,2026.03.06 19:00:00,2026.03.06 19:05:00,2026.03.06 19:05:00,2026.03.06 19:33:15,M15_BEAR,M5_BEAR,WEAKENING,PRIMARY_ALIGNED,ORDINARY_PAUSED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2026.03.06 18:45,5148.33,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,5133.40,5150.33,5072.22,16.9300,3.6137,3.6137,5133.7600,0.0213,5,0.02,33.86,0.3388,0.17,0.00,0.00,5150.33,STOP,-33.86,0.2481,-1.0053,REAL_TICK,2,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T039,2026_MARCH,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1772822100|1772822400,XAUUSD.s|-1|1772822100|1772822400|A2,2,第二次测试,2026.03.06 21:20:00,2026.03.06 21:25:00,2026.03.06 21:25:00,2026.03.09 01:01:00,M15_BEAR,M5_BULL,RESUME,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,PRIMARY_ALIGNED,COMPLEX,ENTRY_READY,SECOND_TEST_SIGNAL_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2026.03.06 20:20,5168.77,COMPLEX_PULLBACK+TRUE_SECOND_TEST+NEW_SIGNAL,,5167.92,5176.60,5134.72,8.6800,3.8249,3.8249,5167.9200,-0.0000,5,0.05,43.40,0.4358,0.18,0.00,0.00,5176.60,STOP,-43.40,2.0403,-2.7776,REAL_TICK,2,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到2R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
T040,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773122100|1773122400,XAUUSD.s|-1|1773122100|1773122400|A1,1,首次恢复,2026.03.10 06:30:00,2026.03.10 06:35:00,2026.03.10 06:35:00,2026.03.10 08:50:50,M15_BEAR,M5_BEAR,RESUME,PRIMARY_ALIGNED,PRIMARY_AND_M5_ALIGNED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2026.03.10 06:00,5173.57,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,5163.85,5175.57,5124.98,11.7200,3.3166,3.3166,5163.8400,-0.0009,5,0.04,46.88,0.4728,0.16,0.00,0.00,5175.57,STOP,-46.88,0.7892,-1.0077,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T041,2026_MARCH,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1773198900|1773220500,XAUUSD.s|1|1773198900|1773220500|A1,1,首次恢复,2026.03.11 09:25:00,2026.03.11 09:30:00,2026.03.11 09:30:00,2026.03.11 09:35:15,M15_BULL,M5_BULL,PULLBACK,PRIMARY_ALIGNED,PRIMARY_AND_M5_ALIGNED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,CONFIRMED,ALIGNED_PULLBACK,2026.03.11 09:20,5203.16,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,5206.82,5201.16,5220.53,5.6600,2.4223,2.4223,5206.6200,0.0353,5,0.08,45.28,0.4588,0.16,0.00,0.00,5201.16,STOP,-45.28,0.0000,-1.0300,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,机械规则与计划均通过但亏损,,,,
T042,2026_MARCH,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1773248400|1773250200,XAUUSD.s|1|1773248400|1773250200|A1,1,首次恢复,2026.03.11 19:10:00,2026.03.11 19:15:00,2026.03.11 19:15:00,2026.03.11 20:36:57,M15_BULL,M5_BEAR,WEAKENING,INDEPENDENT_LOCAL_TREND,TACTICAL_SHADOW_REVIEW,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,PRELIMINARY,PRIMARY_RECOVERY,2026.03.11 18:30,5163.77,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,5172.60,5161.77,5196.29,10.8300,2.1874,2.1874,5172.4300,0.0157,5,0.04,43.32,0.4410,0.16,0.00,0.00,5161.77,STOP,-43.32,0.7719,-1.1025,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,未达到1R MFE即触及结构止损,入场信号位置待人工判断,,,,
T043,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773377700|1773378000,XAUUSD.s|-1|1773377700|1773378000|A1,1,首次恢复,2026.03.13 05:20:00,2026.03.13 05:25:00,2026.03.13 05:25:00,2026.03.13 17:55:24,M15_BEAR,M5_BEAR,REVERSAL,PRIMARY_ALIGNED,ORDINARY_PAUSED,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_FIRST_RECOVERY_ENTRY_READY,CONFIRMED,PRIMARY_RECOVERY,2026.03.13 05:00,5128.58,HEALTHY_PULLBACK+FIRST_RECOVERY_SIGNAL,,5118.35,5130.58,5055.24,12.2300,5.1603,5.1603,5118.3500,-0.0000,5,0.03,36.69,0.3751,0.16,0.00,0.00,5055.24,TARGET,189.33,5.2494,-0.3377,REAL_TICK,1,机械规则通过,Route、生命周期、权限、因果链和去重检查通过,,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,实际目标先触及,机械规则与计划均通过且盈利,,,,
T044,2026_MARCH,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773386400|1773389700,XAUUSD.s|-1|1773386400|1773389700|A1,1,首次恢复,2026.03.13 08:40:00,2026.03.13 08:45:00,2026.03.13 08:45:00,2026.03.13 15:01:28,M15_BEAR,M5_BULL,WEAKENING,PRIMARY_PULLBACK,OPPOSITE_M5_PAUSE_NO_AUTO_COUNTER,PRIMARY_ALIGNED,HEALTHY,ENTRY_READY,HEALTHY_STRONG_ENGULF_ENTRY_READY,CONFIRMED,PRIMARY_RECOVERY,2026.03.13 08:15,5111.02,HEALTHY_PULLBACK+FIRST_RECOVERY+STRONG_ENGULF_CLOSE,,5100.64,5113.02,5055.24,12.3800,3.6672,3.6672,5100.6500,0.0008,5,0.03,37.14,0.3797,0.18,0.00,0.00,5113.02,STOP,-37.14,3.1228,-1.0275,REAL_TICK,1,机械规则通过，需人工看图,Route、生命周期、权限、因果链和去重检查通过,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置,计划计算通过,SL/Target方向、风险距离和成交时RR检查通过,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,曾达到2R以上MFE后最终止损；只说明需要检查管理，不证明退出错误,入场信号位置待人工判断,,,,
